source_type,source_label,split,split_label,reuse_count,ecdf,source_file,aggregation
clean,Clean EEG,val,Validation,192,0.0266075388026607,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,193,0.0332594235033259,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,195,0.0354767184035476,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,196,0.0399113082039911,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,197,0.0509977827050997,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,198,0.0598669623059867,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,199,0.0643015521064301,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,200,0.0709534368070953,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,201,0.0886917960088691,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,202,0.0931263858093126,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,203,0.1108647450110864,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,204,0.1219512195121951,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,205,0.1396895787139689,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,206,0.1529933481152993,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,207,0.17960088691796,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,208,0.1973392461197339,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,209,0.212860310421286,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,210,0.2439024390243902,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,211,0.2660753880266075,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,212,0.2838137472283814,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,213,0.3059866962305986,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,214,0.3259423503325942,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,215,0.3503325942350332,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,216,0.368070953436807,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,217,0.3902439024390244,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,218,0.4146341463414634,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,219,0.4390243902439024,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,220,0.4567627494456763,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,221,0.4745011086474501,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,222,0.5033259423503326,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,223,0.541019955654102,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,224,0.5587583148558758,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,225,0.5853658536585366,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,226,0.614190687361419,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,227,0.6385809312638581,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,228,0.6696230598669624,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,229,0.70509977827051,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,230,0.720620842572062,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,231,0.738359201773836,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,232,0.753880266075388,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,233,0.7760532150776053,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,234,0.7937915742793792,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,235,0.8159645232815964,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,236,0.8314855875831486,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,237,0.8492239467849224,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,238,0.8625277161862528,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,239,0.8980044345898004,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,240,0.9046563192904656,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,241,0.9157427937915744,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,242,0.926829268292683,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,243,0.9312638580931264,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,244,0.9423503325942352,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,245,0.9467849223946784,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,246,0.9534368070953436,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,247,0.9623059866962306,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,248,0.966740576496674,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,249,0.9711751662971176,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,250,0.9778270509977828,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,252,0.9800443458980044,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,253,0.9822616407982262,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,254,0.984478935698448,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,256,0.9866962305986696,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,257,0.991130820399113,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,258,0.9955654101995566,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,262,0.9977827050997784,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,264,1.0,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,82,0.0017825311942959,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,85,0.0035650623885918,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,89,0.0053475935828877,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,91,0.0071301247771836,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,92,0.0142602495543672,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,93,0.0213903743315508,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,94,0.0231729055258467,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,95,0.0338680926916221,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,96,0.035650623885918,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,97,0.0409982174688057,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,98,0.0606060606060606,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,99,0.0748663101604278,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,100,0.0819964349376114,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,101,0.089126559714795,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,102,0.1033868092691622,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,103,0.1158645276292335,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,104,0.1319073083778966,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,105,0.1461675579322638,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,106,0.1639928698752228,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,107,0.1978609625668449,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,108,0.2352941176470588,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,109,0.2709447415329768,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,110,0.2941176470588235,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,111,0.3333333333333333,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,112,0.3707664884135472,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,113,0.4010695187165775,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,114,0.4491978609625668,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,115,0.4866310160427807,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,116,0.5347593582887701,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,117,0.5668449197860963,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,118,0.6149732620320856,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,119,0.6684491978609626,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,120,0.6880570409982175,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,121,0.7254901960784313,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,122,0.7557932263814616,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,123,0.7789661319073083,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,124,0.7985739750445633,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,125,0.8253119429590018,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,126,0.8413547237076648,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,127,0.8627450980392157,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,128,0.8805704099821747,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,129,0.9037433155080212,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,130,0.9197860962566844,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,131,0.9376114081996436,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,132,0.948306595365419,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,133,0.9572192513368984,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,134,0.966131907308378,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,135,0.9696969696969696,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,136,0.9750445632798574,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,137,0.9803921568627452,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,138,0.9893048128342246,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,139,0.9928698752228164,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,142,0.9946524064171124,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,143,0.9964349376114082,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,test,Test,144,1.0,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,83,0.0004466279589102,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,84,0.0006699419383653,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,85,0.0017865118356409,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,86,0.0026797677534613,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,87,0.0031263957123715,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,88,0.0046895935685573,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,89,0.0066994193836534,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,91,0.009825815096025,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,92,0.0113890129522108,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,93,0.0129522108083966,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,94,0.0194283162125949,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,95,0.0252344796784278,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,96,0.031487271103171,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,97,0.0390799464046449,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,98,0.047119249665029,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,99,0.056945064761054,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,100,0.0692273336310853,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,101,0.0837427422956677,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,102,0.102054488610987,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,103,0.1208128628852166,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,104,0.1386779812416257,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,105,0.1612326931665922,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,106,0.1855739169271996,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,107,0.2128182224207235,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,108,0.2393925859758821,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,109,0.2724430549352389,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,110,0.3072800357302367,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,111,0.3389906208128629,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,112,0.3760607414024118,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,113,0.4151406878070567,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,114,0.4539973202322465,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,115,0.4897275569450647,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,116,0.5281375614113444,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,117,0.5618579723090665,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,118,0.5964716391246092,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,119,0.631531933899062,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,120,0.6652523447967843,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,121,0.6965163019205002,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,122,0.7242072353729343,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,123,0.7532380527020992,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,124,0.780259044216168,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,125,0.805940151853506,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,126,0.8307280035730237,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,127,0.8517195176418044,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,128,0.8711478338543993,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,129,0.8934792317999106,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,130,0.9108977221974096,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,131,0.9245198749441716,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,132,0.9379187137114784,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,133,0.9477445288075034,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,134,0.9564537740062528,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,135,0.9624832514515408,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,136,0.97029924073247,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,137,0.9754354622599376,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
emg,EMG,train,Train,138,0.9790084859312193,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
